1064229020	0.01
1070393031	0.01
1384403005	0.03
1213640731	0.02
1413900038	0.02
1372461931	0.01
1207972835	0.03
1205220409	0.01
1390954326	0.01
1349963841	0.04
1310109931	0.02
1456702405	0.01
1224377539	0.02
1257348730	0.01
1448705742	0.04
1037012606	0.01
1010016220	0.04
1254909231	0.01
1383944906	0.02
1095002120	0.01
1015326109	0.03
1291509638	0.03
1155428035	0.01
1170774411	0.0
1073093407	0.02
1118715128	0.01
1185741635	0.02
1431668331	0.02
1167817812	0.02
1178870335	0.02
1161039939	0.03
1402677032	0.02
1060314536	0.01
1218449336	0.01
1436454701	0.01
1127888037	0.03
1027776220	0.03
1005940227	0.01
1418191301	0.02
1254455039	0.03
1167390236	0.02
1254856639	0.05
1009472736	0.03
1043515554	0.01
1186616835	0.01
1181342035	0.02
1077807437	0.01
1335528031	0.03
1255547837	0.02
1095115934	0.01
1488678908	0.01
1085311426	0.01
1310154032	0.0
1463127638	0.01
1291606144	0.0
1253336802	0.01
1173598312	0.04
1059409731	0.01
1309634831	0.02
1310487032	0.03
1266983932	0.02
1207800539	0.03
1366382428	0.01
1473779234	0.02
1006322948	0.02
1319727002	0.01
1129408820	0.01
1120711705	0.01
1462336038	0.03
1026820406	0.02
1036201805	0.02
1274964506	0.02
1086397605	0.01
1309096231	0.02
1309096230	0.02
1266799228	0.01
1267704837	0.01
1296062232	0.01
1181097641	0.01
1363735931	0.01
1436554142	0.02
1298361405	0.02
1216461236	0.02
1196782908	0.03
1100178635	0.03
1291568407	0.02
1157366805	0.01
1124729138	0.0
1147919739	0.01
1176831635	0.03
1242451737	0.0
1374747607	0.04
1351780231	0.03
1250142908	0.01
1186281934	0.02
1061871137	0.01
1084027524	0.01
1400189608	0.01
1159639637	0.01
1133279926	0.01
1198787735	0.02
1442322200	0.02
1301510228	0.01
1028028029	0.01
1189530235	0.02
1157970535	0.02
1251623541	0.01
1309791302	0.03
1125016128	0.01
1268697526	0.01
1273069807	0.01
1143478935	0.01
1217777833	0.05
1070492933	0.02
1231353022	0.02
1377743506	0.01
1177624825	0.01
1168125232	0.03
1419537238	0.04
1243250211	0.02
1217086739	0.03
1304902707	0.02
1464024706	0.01
1292987631	0.03
1152840712	0.03
1212054521	0.01
1093346927	0.01
1225424331	0.03
1199826539	0.02
1081861625	0.02
1308166728	0.02
1006673225	0.02
1027964939	0.01
1020323537	0.01
1158350736	0.01
1202687136	0.02
1280776844	0.04
1113576335	0.01
1309974123	0.01
1209284536	0.02
1231825422	0.01
1064329220	0.02
1063258307	0.01
1234170305	0.04
1101751630	0.01
1225878805	0.04
1187480307	0.01
1019862953	0.02
1415879532	0.03
1254580707	0.02
1001492308	0.02
1345563541	0.02
1462654805	0.04
1301060232	0.02
1374161501	0.0
1213472435	0.02
1242540739	0.01
1430395333	0.02
1179824625	0.01
1073983231	0.05
1257077128	0.01
1453126705	0.02
1047524823	0.04
1376030934	0.02
1419119306	0.02
1047852224	0.02
1062988539	0.01
1313242200	0.03
1293884330	0.02
1230770139	0.02
1117157427	0.01
1268401642	0.01
1191265435	0.01
1167594835	0.01
1191848035	0.01
1194194536	0.02
1139831237	0.01
1112764607	0.01
1107742336	0.01
1053524535	0.01
1013233205	0.01
1442932333	0.01
1062377037	0.01
